,f,Sgcc,varSgcc,Nsec,meanS,chiDelta
0,0.0,0.9932196,0.007182943960011471,0.83565,1.013431247,-1.08685
1,0.004,0.9888722,0.007558416790008778,0.85445,1.0149548604999998,-1.08445
2,0.008,0.9845344,0.00793060415997752,0.8717,1.0164456939999997,-1.08775
3,0.012,0.9801834,0.008302191110007698,0.88835,1.0182941464999997,-1.0876
4,0.016,0.975833,0.008705627750023268,0.90345,1.0202740664999999,-1.0943
5,0.02,0.9714558,0.009192561590025435,0.9187,1.0219997790000004,-1.09435
6,0.024,0.9670784,0.00963446336000925,0.93345,1.0235998935000006,-1.095
7,0.028,0.9626984,0.010131659360020421,0.94705,1.0255100985000003,-1.09895
8,0.032,0.9583026,0.010591908310016152,0.96205,1.0280057325000005,-1.10415
9,0.036,0.953886,0.011072751000028802,0.9756,1.0298547790000008,-1.1048
10,0.04,0.9494668,0.01152172443998279,0.9887,1.0315033859999998,-1.10495
11,0.044,0.945047,0.012044547750003402,1.001,1.0334619265000007,-1.1118
12,0.048,0.9405998,0.012565459990029922,1.01495,1.036174736000001,-1.1182
13,0.052,0.9361269999999999,0.013138167750003048,1.0272,1.0384034685000019,-1.1175
14,0.056,0.9316570000000001,0.013848387749982066,1.0397,1.0408622910000036,-1.1187
15,0.06,0.9271822,0.014383800790004899,1.0507,1.0428092510000038,-1.1311
16,0.064,0.9226578,0.015015824789996258,1.0642,1.0459345430000042,-1.1335
17,0.068,0.9181237999999999,0.015693368390027898,1.0764,1.048877311500005,-1.14085
18,0.072,0.9135603999999999,0.01639728796001873,1.0899,1.0521720065000055,-1.14595
19,0.076,0.9089765999999999,0.017060963110008744,1.1034,1.0552944095000059,-1.14915
20,0.08,0.90438,0.0179146999999939,1.117,1.0581577110000067,-1.1493
21,0.084,0.8997828,0.01875220604002243,1.1305,1.0615362005000077,-1.1694
22,0.088,0.8951051999999999,0.019609033240005375,1.1466,1.0657719140000073,-1.16425
23,0.092,0.8904482,0.02055337918997975,1.15985,1.0694135720000069,-1.1684
24,0.096,0.8857746,0.021459298709989524,1.17525,1.0733535035000088,-1.1809
25,0.1,0.881051,0.022361649749975187,1.1924,1.0780076235000093,-1.1839
26,0.104,0.8763154,0.023498130710009717,1.21005,1.0823167025000102,-1.19875
27,0.108,0.8715204,0.024682095959986328,1.2285,1.0872617610000115,-1.20485
28,0.112,0.866701,0.025819149749993813,1.2491,1.0924522845000135,-1.2141
29,0.116,0.8618446,0.026996362709993265,1.2687,1.0977588780000131,-1.2167
30,0.12,0.8569778,0.028285176789999242,1.2911,1.103546050000013,-1.22425
31,0.124,0.8520808,0.029513567840011093,1.3107,1.1079676400000138,-1.2323
32,0.128,0.8471516,0.030753654359985377,1.33155,1.1133616930000139,-1.24965
33,0.132,0.842153,0.032294547750003406,1.35645,1.1202168785000146,-1.2567
34,0.136,0.8371262,0.033904718389967455,1.38315,1.1268592100000165,-1.26445
35,0.14,0.8320684,0.03564723035998759,1.41105,1.133799346500017,-1.27005
36,0.144,0.8269882,0.037334665189991935,1.4384,1.1405433970000174,-1.2877
37,0.148,0.8218374,0.039285390310018556,1.4708,1.148631619000018,-1.30405
38,0.152,0.8166212,0.041503527639986715,1.50475,1.1572651330000194,-1.3203
39,0.156,0.8113400000000001,0.04379629999998724,1.54065,1.1663700165000201,-1.3387
40,0.16,0.8059852,0.04624634524001158,1.58075,1.1768608300000212,-1.3519
41,0.164,0.8005776,0.048582994560012596,1.62245,1.1878870430000215,-1.3716
42,0.168,0.7950912,0.051291920640011084,1.6651,1.1987056395000246,-1.3835
43,0.172,0.7895572,0.05418578204000369,1.70815,1.2098311105000235,-1.39805
44,0.176,0.783965,0.05747189374998561,1.75345,1.2210601980000333,-1.41775
45,0.18,0.7782939999999999,0.06095839099999285,1.799,1.2328830650000346,-1.4437
46,0.184,0.7725192,0.06471500784001546,1.8536,1.247437976500034,-1.4495
47,0.188,0.7667212,0.06870116764001431,1.90495,1.2610244995000364,-1.49145
48,0.192,0.7607554,0.07349234271000023,1.96505,1.2769801930000395,-1.5024
49,0.196,0.7547458,0.07815014558998519,2.02635,1.2928038135000393,-1.5287
50,0.2,0.7486309999999999,0.08399945974998992,2.09425,1.3118006920000407,-1.5723
51,0.204,0.7423418,0.09010599318999447,2.16405,1.3314201060000441,-1.59855
52,0.208,0.7359475999999999,0.0971397135599982,2.24045,1.3529009980000453,-1.65565
53,0.212,0.729325,0.10497409374997368,2.32805,1.3772249925000453,-1.70945
54,0.216,0.7224872,0.11415625903999899,2.4196,1.4039194955000516,-1.76515
55,0.22,0.7154266,0.12439280310999311,2.52345,1.434668975000054,-1.78585
56,0.224,0.7082832,0.13501794944002177,2.6241,1.4644750415000636,-1.85515
57,0.228,0.7008626,0.14679058030998568,2.7426,1.501767734000057,-1.90405
58,0.232,0.6932464,0.1610192217599979,2.8666,1.540627825000067,-1.96875
59,0.236,0.6853714,0.17652161550999154,3.0037,1.584563470000063,-2.04965
60,0.24,0.6771728,0.19720653503997893,3.16225,1.6369865225000548,-2.10645
61,0.244,0.668747,0.2200374977500178,3.32515,1.69028906050004,-2.1981
62,0.248,0.6599546000000001,0.25074168470999575,3.50985,1.7529461810000186,-2.2586
63,0.252,0.6509202000000001,0.2834467079899914,3.70065,1.8155613815000204,-2.4194
64,0.256,0.6412426,0.3283449863099813,3.93765,1.898226175500011,-2.5618
65,0.26,0.6309954,0.38705549471000267,4.21525,1.9977237604999987,-2.73305
66,0.264,0.6200632,0.46906700143998026,4.52705,2.1133404329999848,-2.9855
67,0.268,0.6081212,0.5716207276399946,4.8964,2.2485124714999896,-3.29775
68,0.272,0.5949302,0.7235268819899938,5.3657,2.430370325999988,-3.63425
69,0.276,0.5803931999999999,0.9195473484400136,5.9087,2.6431323739999906,-3.9665
70,0.28,0.5645272,1.1561801150399988,6.54485,2.9022431324999847,-4.5144
71,0.284,0.5464696,1.4606204689599835,7.33195,3.2207827259999857,-4.9929
72,0.288,0.526498,1.8372647989999824,8.21355,3.5774854090000074,-5.55005
73,0.292,0.5042978,2.264730828789994,9.27985,4.010542739499973,-6.04455
74,0.296,0.4801196,2.6968888239600055,10.39385,4.458347610499977,-6.6735
75,0.3,0.4534256,3.1503359161600093,11.6603,4.972242026499974,-7.04405
76,0.304,0.4252494,3.5328999499100027,12.88905,5.458908821000005,-7.446
77,0.308,0.39546539999999997,3.8596863507099988,14.1529,5.959701903499996,-7.5629
78,0.312,0.3652138,4.063450272390001,15.27615,6.384955200999988,-7.6518
79,0.316,0.33460660000000003,4.102687209109997,16.3158,6.7657623,-7.4553
80,0.32,0.3047854,3.9947639867100007,17.0914,7.022208491000003,-7.14725
81,0.324,0.2761964,3.7754487567600044,17.6295,7.171916421499957,-6.71215
82,0.328,0.2493478,3.4646576587899998,17.8984,7.209874698999978,-6.30465
83,0.332,0.2241292,3.0746658268400004,17.9489,7.165832038999964,-5.7432
84,0.336,0.20115639999999999,2.6934000847600017,17.7769,7.02227392600001,-5.3268
85,0.34,0.1798492,2.3123343148399997,17.40305,6.814945646500023,-4.78835
86,0.344,0.1606958,1.9488099655899995,16.87395,6.548217813999984,-4.368
87,0.348,0.1432238,1.6172491783899987,16.2021,6.242642151500025,-3.872
88,0.352,0.1277358,1.3222483495900001,15.4424,5.92169241749999,-3.46705
89,0.356,0.1138676,1.06708641756,14.61625,5.587796278499984,-3.05925
90,0.36,0.1016306,0.8506626859099997,13.7576,5.252076632000029,-2.7465
91,0.364,0.09064459999999999,0.6727357227100002,12.93125,4.934637358999985,-2.4079
92,0.368,0.081013,0.5315416577500001,12.08685,4.6257137680000655,-2.1192
93,0.372,0.0725362,0.4166299223900003,11.27995,4.334982069499984,-1.8746
94,0.376,0.0650378,0.3208417427899999,10.49895,4.063712305500028,-1.6516
95,0.38,0.058431399999999994,0.24429027351000024,9.77205,3.8135078780000056,-1.4379
96,0.384,0.0526798,0.18618146799,9.0979,3.584978398500006,-1.26425
97,0.388,0.0476228,0.13673843004000003,8.4941,3.3817258379999933,-1.04555
98,0.392,0.0434406,0.10334316790999992,7.9355,3.1964872239999846,-0.89625
99,0.396,0.039855600000000005,0.07565638715999995,7.4571,3.0355855610000075,-0.74765
100,0.4,0.036865,0.05638434374999991,7.0241,2.8915386735000124,-0.6217
101,0.404,0.0343782,0.04162424119000002,6.6565,2.76727482250002,-0.5378
102,0.408,0.032227,0.03044211775000002,6.3487,2.6575710330000506,-0.4276
103,0.412,0.0305166,0.023636881110000018,6.0595,2.557983474000053,-0.3697
104,0.416,0.0290378,0.018525342789999996,5.80995,2.4686546199999904,-0.3129
105,0.42,0.0277862,0.015019972389999964,5.5884,2.387588350499964,-0.2884
106,0.424,0.0266326,0.012576754309999985,5.3828,2.3123611979999747,-0.27205
107,0.428,0.0255444,0.01090650715999999,5.1943,2.2422164680000245,-0.24185
108,0.432,0.024577,0.009824967749999984,5.00995,2.175160767500005,-0.23655
109,0.436,0.0236308,0.008934322839999993,4.8292,2.1109581300000113,-0.214
110,0.44,0.022774799999999998,0.00828752123999999,4.66305,2.049256151500009,-0.22555
111,0.444,0.0218726,0.007705542310000013,4.49295,1.989423803999992,-0.21965
112,0.448,0.020994,0.007210190999999994,4.3209,1.9315966059999792,-0.22095
113,0.452,0.020110199999999998,0.006893563990000004,4.15285,1.876015098500006,-0.21505
114,0.456,0.01925,0.006487375,3.98715,1.8222265910000544,-0.21765
115,0.46,0.0183794,0.00609441391,3.82035,1.7704146030001229,-0.22945
