,Nsec,Sgcc,chiDelta,f,meanS,varSgcc
162,385.8888888888889,0.22696296296296295,-0.7037037037037037,0.081,300.9935185185185,2.0755898491083644
163,385.6296296296296,0.22661111111111112,-8.148148148148149,0.0815,300.8945555555555,2.067234567901236
164,374.3703703703704,0.22253703703703703,-11.25925925925926,0.082,293.44181481481473,1.835182441700963
165,372.0740740740741,0.2169074074074074,-0.7037037037037037,0.0825,287.4038518518518,1.6575569272976571
166,371.81481481481484,0.21655555555555556,-0.6666666666666666,0.083,287.301037037037,1.6578271604938346
167,371.48148148148147,0.21622222222222223,-8.0,0.0835,287.1836666666667,1.6580864197530754
168,360.0740740740741,0.21222222222222223,-10.0,0.084,279.4974814814815,1.844604938271601
169,354.7037037037037,0.20722222222222222,-0.6666666666666666,0.0845,274.57770370370366,1.4634197530864186
170,354.4074074074074,0.20688888888888887,-3.7037037037037037,0.085,274.47144444444444,1.4592716049382726
171,352.9259259259259,0.20503703703703705,-0.6296296296296297,0.0855,273.22655555555554,1.4740342935528024
172,351.8888888888889,0.20472222222222222,-2.5555555555555554,0.086,271.6727407407408,1.469049382716039
173,342.3333333333333,0.20344444444444446,-7.703703703703703,0.0865,264.25848148148145,1.534456790123455
174,337.51851851851853,0.19959259259259257,-5.185185185185185,0.087,260.07329629629635,1.8214458161865623
175,328.85185185185185,0.197,-0.6666666666666666,0.0875,255.68833333333333,1.7492592592592555
176,324.962962962963,0.19666666666666666,-0.7037037037037037,0.088,251.81400000000008,1.740481481481489
177,322.51851851851853,0.1963148148148148,-6.37037037037037,0.0885,248.42429629629635,1.7324499314129063
178,319.8888888888889,0.19312962962962962,-0.6296296296296297,0.089,245.71648148148148,1.53228120713307
179,319.6296296296296,0.1928148148148148,-15.481481481481481,0.0895,245.61662962962964,1.526449931412906
180,314.55555555555554,0.18507407407407409,-1.1111111111111112,0.09,240.87559259259262,0.9289149519890343
181,304.55555555555554,0.1845185185185185,-3.925925925925926,0.0905,236.34655555555557,0.9142770919067261
182,301.14814814814815,0.18255555555555555,-2.5555555555555554,0.091,234.6636666666667,0.8786419753086521
183,298.5925925925926,0.18127777777777776,-0.7777777777777778,0.0915,232.17566666666667,0.9156049382716009
184,298.44444444444446,0.18088888888888888,-3.4444444444444446,0.092,232.12444444444444,0.911901234567893
185,293.9259259259259,0.17916666666666667,-2.888888888888889,0.0925,228.15829629629627,0.9680000000000073
186,292.6296296296296,0.17772222222222223,-5.592592592592593,0.093,227.44862962962966,1.105456790123455
187,292.14814814814815,0.17492592592592593,-7.333333333333333,0.0935,226.44614814814818,1.0583964334705087
188,289.48148148148147,0.17125925925925928,-3.814814814814815,0.094,224.6571111111111,1.0504211248285282
189,285.14814814814815,0.16935185185185184,-9.925925925925926,0.0945,222.41837037037038,1.068289437585736
190,280.3333333333333,0.1643888888888889,-3.6296296296296298,0.095,219.30962962962965,0.7216790123456812
191,278.77777777777777,0.16257407407407407,-0.7037037037037037,0.0955,214.59103703703698,0.757692729766808
192,278.5925925925926,0.16222222222222224,-1.5185185185185186,0.096,214.52337037037037,0.7559012345679003
193,277.81481481481484,0.16146296296296297,-3.037037037037037,0.0965,213.27862962962968,0.8162935528120725
194,276.85185185185185,0.15994444444444444,-5.222222222222222,0.097,212.43355555555553,0.84482716049382
195,274.51851851851853,0.15733333333333335,-4.814814814814815,0.0975,209.01329629629623,0.6924814814814745
196,272.8888888888889,0.1549259259259259,-2.5185185185185186,0.098,207.66096296296303,0.6583223593964358
197,269.44444444444446,0.15366666666666665,-2.5925925925925926,0.0985,204.42137037037043,0.6538888888888977
198,263.7037037037037,0.15237037037037038,-3.0,0.099,200.67825925925925,0.6397997256515737
199,262.8888888888889,0.15087037037037038,-3.074074074074074,0.0995,198.83922222222222,0.6150589849108364
200,261.85185185185185,0.14933333333333335,-0.6666666666666666,0.1,197.38588888888896,0.6591481481481387
201,261.51851851851853,0.149,-4.592592592592593,0.1005,195.33944444444447,0.654925925925927
202,261.0,0.1467037037037037,-7.703703703703703,0.101,194.24807407407408,0.5790096021947903
203,257.0740740740741,0.14285185185185184,-2.7037037037037037,0.1015,191.91414814814817,0.43047462277092563
204,255.5185185185185,0.1415,-1.6666666666666667,0.102,190.30551851851854,0.428925925925927
205,252.33333333333334,0.14066666666666666,-0.7407407407407407,0.1025,188.27274074074077,0.44240740740740875
206,252.1851851851852,0.1402962962962963,-3.7037037037037037,0.103,187.56188888888894,0.43845404663922816
207,248.62962962962962,0.13844444444444445,-0.7777777777777778,0.1035,186.27785185185186,0.4027160493827105
208,246.66666666666666,0.13805555555555554,-8.62962962962963,0.104,184.22796296296303,0.40671604938272504
209,237.25925925925927,0.13374074074074074,-2.111111111111111,0.1045,180.01577777777783,0.37412482853224355
210,234.2962962962963,0.13268518518518518,-0.5925925925925926,0.105,177.70900000000006,0.41019067215363614
211,234.07407407407408,0.1323888888888889,-0.8148148148148148,0.1055,177.64029629629633,0.4061975308641995
212,232.74074074074073,0.1319814814814815,-2.740740740740741,0.106,175.95114814814818,0.40453635116597436
213,230.03703703703704,0.13061111111111112,-0.6296296296296297,0.1065,172.3144074074074,0.3804197530864185
214,229.8148148148148,0.1302962962962963,-5.481481481481482,0.107,172.24451851851856,0.3813799725651479
215,226.85185185185185,0.12755555555555556,-0.5925925925925926,0.1075,169.94444444444446,0.32130864197530534
216,226.66666666666666,0.12725925925925924,-2.5555555555555554,0.108,169.06518518518516,0.31964334705075814
217,224.37037037037038,0.12598148148148147,-0.6296296296296297,0.1085,167.12933333333334,0.33679561042524075
218,221.5185185185185,0.12566666666666668,-1.8148148148148149,0.109,165.0502962962963,0.33977777777777374
219,216.96296296296296,0.12475925925925925,-6.444444444444445,0.1095,162.07533333333333,0.3755692729766815
220,215.66666666666666,0.12153703703703704,-1.962962962962963,0.11,160.2157037037037,0.4110342935528097
221,214.40740740740742,0.12055555555555555,-1.5925925925925926,0.1105,158.94892592592592,0.42501234567900975
222,211.22222222222223,0.11975925925925925,-1.7407407407407407,0.111,156.9213333333333,0.44390260631001727
223,210.85185185185185,0.11888888888888889,-0.5555555555555556,0.1115,156.49796296296296,0.4521975308641995
224,208.62962962962962,0.11861111111111111,-0.7037037037037037,0.112,155.62914814814815,0.44541975308641485
225,208.4814814814815,0.11825925925925926,-1.4444444444444444,0.1125,155.58537037037038,0.4381618655692764
226,205.85185185185185,0.11753703703703704,-5.518518518518518,0.113,154.09137037037036,0.4298491083676272
227,204.07407407407408,0.11477777777777777,-4.037037037037037,0.1135,151.4477777777778,0.4248641975308674
228,203.0,0.11275925925925925,-1.037037037037037,0.114,150.4832962962963,0.36049519890260856
229,202.1851851851852,0.11224074074074075,-2.8518518518518516,0.1145,149.65603703703704,0.36316186556927277
230,200.2962962962963,0.11081481481481481,-4.407407407407407,0.115,148.73851851851853,0.326783264746231
231,198.62962962962962,0.10861111111111112,-4.555555555555555,0.1155,147.01637037037037,0.3277901234567871
232,196.85185185185185,0.10633333333333334,-0.48148148148148145,0.116,145.25207407407405,0.25555555555555476
233,195.66666666666666,0.1060925925925926,-1.4814814814814814,0.1165,143.46085185185183,0.25307544581618274
234,194.66666666666666,0.10535185185185185,-1.1111111111111112,0.117,142.149037037037,0.26095610425240373
235,194.2962962962963,0.10479629629629629,-4.592592592592593,0.1175,141.718,0.26163923182442156
236,193.8148148148148,0.1025,-0.4444444444444444,0.118,141.51259259259257,0.14433333333333212
237,189.8148148148148,0.10227777777777777,-1.2592592592592593,0.1185,139.26829629629628,0.14271604938271776
238,187.7037037037037,0.10164814814814815,-2.4814814814814814,0.119,137.3570740740741,0.15228943758573224
239,184.0,0.1004074074074074,-0.6296296296296297,0.1195,134.20281481481484,0.13922359396433603
240,183.8148148148148,0.1000925925925926,-0.6666666666666666,0.12,133.91944444444445,0.1361495198902594
241,182.62962962962962,0.09975925925925926,-0.6666666666666666,0.1205,132.96396296296297,0.13408779149520342
242,182.22222222222223,0.09942592592592592,-3.8518518518518516,0.121,132.50477777777778,0.132063100137173
243,178.25925925925927,0.0975,-0.6666666666666666,0.1215,130.7968148148148,0.1476666666666679
244,177.55555555555554,0.09716666666666667,-2.037037037037037,0.122,130.37755555555552,0.146148148148146
245,174.33333333333334,0.09614814814814815,-1.2222222222222223,0.1225,128.2947037037037,0.13328943758573222
246,173.74074074074073,0.09553703703703703,-2.5555555555555554,0.123,127.53096296296299,0.13410836762688633
247,172.88888888888889,0.09425925925925925,-2.0,0.1235,126.3532962962963,0.15627297668038956
248,172.62962962962962,0.09325925925925925,-2.5925925925925926,0.124,126.07885185185187,0.16938408779149905
249,169.33333333333334,0.09196296296296297,-1.6296296296296295,0.1245,124.58066666666664,0.20036762688614546
250,165.40740740740742,0.09114814814814816,-1.1851851851851851,0.125,121.56044444444443,0.16558573388202785
251,164.1851851851852,0.09055555555555556,-1.7407407407407407,0.1255,120.24866666666665,0.15997530864197324
252,163.96296296296296,0.08968518518518519,-1.4444444444444444,0.126,119.8455185185185,0.15363511659807774
253,161.8148148148148,0.08896296296296297,-0.48148148148148145,0.1265,118.60033333333334,0.15136762688614544
254,161.14814814814815,0.08872222222222223,-1.7777777777777777,0.127,117.9041888888889,0.14701234567900975
255,160.4814814814815,0.08783333333333333,-2.074074074074074,0.1275,116.54237407407406,0.14925925925926095
256,160.03703703703704,0.08679629629629629,-1.5185185185185186,0.128,115.21563333333336,0.15330589849108583
257,158.07407407407408,0.08603703703703704,-3.037037037037037,0.1285,113.86424444444445,0.13170096021947938
258,155.14814814814815,0.08451851851851852,-0.5925925925925926,0.129,112.36885185185184,0.10894375857338855
259,154.88888888888889,0.08422222222222223,-1.8148148148148149,0.1295,112.32110740740738,0.10686419753086193
260,153.77777777777777,0.08331481481481481,-2.259259259259259,0.13,111.73937037037037,0.08941289437585874
261,150.0,0.0821851851851852,-1.3703703703703705,0.1305,110.20220740740739,0.09059807956104123
262,147.59259259259258,0.0815,-1.3703703703703705,0.131,108.91252592592589,0.06655555555555474
263,146.8148148148148,0.08081481481481481,-0.2962962962962963,0.1315,107.85427037037036,0.06467215363511787
264,146.33333333333334,0.08066666666666668,-0.3333333333333333,0.132,107.2844814814815,0.06340740740740512
265,145.74074074074073,0.0805,-2.6296296296296298,0.1325,106.55077037037039,0.06262962962962956
266,144.66666666666666,0.07918518518518519,-1.0,0.133,105.68877037037038,0.06830178326474379
267,143.37037037037038,0.07868518518518519,-0.9259259259259259,0.1335,104.77674814814816,0.07111659807955949
268,142.5185185185185,0.07822222222222223,-1.2962962962962963,0.134,103.7720740740741,0.06567901234567762
269,141.74074074074073,0.07757407407407407,-1.6666666666666667,0.1345,103.02920000000003,0.07113717421124784
270,141.40740740740742,0.07674074074074075,-0.7407407407407407,0.135,102.5804740740741,0.07027297668038045
271,140.40740740740742,0.07637037037037037,-0.4074074074074074,0.1355,101.53368518518518,0.07376268861454081
272,140.14814814814815,0.07616666666666667,-2.2962962962962963,0.136,100.93404074074073,0.07362962962962774
273,139.25925925925927,0.07501851851851851,-0.2962962962962963,0.1365,100.18785185185185,0.08898079561042505
274,139.14814814814815,0.07487037037037036,-0.2962962962962963,0.137,99.5854,0.0874293552812087
275,137.8148148148148,0.07472222222222223,-0.8888888888888888,0.1375,98.4357148148148,0.08608641975308455
276,136.25925925925927,0.07427777777777778,-0.3333333333333333,0.138,97.7601259259259,0.08516049382716119
277,136.14814814814815,0.07411111111111111,-0.4074074074074074,0.1385,96.78896296296297,0.08427160493827068
278,136.03703703703704,0.07390740740740741,-2.037037037037037,0.139,96.59253333333336,0.08248285322359515
279,133.88888888888889,0.07288888888888889,-0.5185185185185185,0.1395,94.81655185185188,0.0743456790123455
280,132.96296296296296,0.07262962962962963,-0.5555555555555556,0.14,94.16151111111111,0.07298491083676163
281,132.77777777777777,0.07235185185185185,-0.8148148148148148,0.1405,93.75843333333334,0.07173388203018112
282,131.88888888888889,0.07194444444444445,-0.5925925925925926,0.141,93.21444074074076,0.0702716049382725
283,131.55555555555554,0.07164814814814816,-0.9259259259259259,0.1415,93.02641481481484,0.0689561042524001
284,130.7037037037037,0.07118518518518518,-0.4444444444444444,0.142,92.08327407407408,0.07226474622770729
285,130.0,0.07096296296296296,-1.6296296296296295,0.1425,91.29092222222224,0.07125651577503413
286,129.44444444444446,0.07014814814814815,-3.7777777777777777,0.143,90.64016666666667,0.08806721536351142
287,127.25925925925925,0.06825925925925926,-0.4074074074074074,0.1435,89.50522222222224,0.09723593964334941
288,125.62962962962963,0.06805555555555556,-1.1111111111111112,0.144,88.83527037037038,0.09601234567901155
289,125.25925925925925,0.0675,-0.7407407407407407,0.1445,88.3247666666667,0.08866666666666606
290,123.48148148148148,0.06712962962962964,-0.7407407407407407,0.145,87.4444888888889,0.09098491083676163
291,122.62962962962963,0.06675925925925925,-0.3333333333333333,0.1455,86.71624814814815,0.09571742112483116
292,121.88888888888889,0.06659259259259259,-1.1111111111111112,0.146,86.38424814814816,0.09544581618655684
293,120.29629629629629,0.06603703703703703,-0.8148148148148148,0.1465,85.24,0.09029355281207245
294,119.51851851851852,0.06562962962962963,-0.7037037037037037,0.147,84.55997037037035,0.09524417009602075
295,118.5925925925926,0.06527777777777777,-0.8518518518518519,0.1475,83.79925925925924,0.09734567901234732
296,117.5925925925926,0.06485185185185184,-0.7777777777777778,0.148,83.08990370370373,0.10591906721536543
297,116.74074074074075,0.06446296296296296,-2.259259259259259,0.1485,82.13677777777778,0.10518244170096114
298,115.51851851851852,0.06333333333333334,-1.3703703703703705,0.149,81.60551851851852,0.10785185185185128
299,115.14814814814815,0.06264814814814815,-0.5185185185185185,0.1495,81.17269259259258,0.1177709190672167
300,114.96296296296296,0.06238888888888888,-1.037037037037037,0.15,80.79771851851852,0.11949382716049513
301,113.96296296296296,0.061870370370370374,-0.7407407407407407,0.1505,80.45661851851854,0.12024417009602076
302,113.51851851851852,0.0615,-1.1111111111111112,0.151,79.78531851851852,0.11851851851851825
303,112.55555555555556,0.06094444444444444,-0.9259259259259259,0.1515,78.73771481481482,0.12004938271604988
304,112.07407407407408,0.06048148148148148,-0.4074074074074074,0.152,78.31602962962963,0.12431412894375808
